"","orf","gene.x","Anno1","Growth1","gene.y","Anno2","Growth2","name.check","essenflag"
"815","YDL147W","RPN5","verified1","nogrowth1","RPN5","verified2","nogrowth2",TRUE,"essential"
"816","YDL148C","YDL148C","verified1","nogrowth1","YDL148C","verified2","nogrowth2",TRUE,"essential"
"817","YDL149W","apg9","verified1","growth1","apg9","verified2","growth2",TRUE,"nonessential"
"818","YDL150W","RPC53","verified1","nogrowth1","RPC53","verified2","nogrowth2",TRUE,"essential"
"819","YDL151C","YDL151C","verified1","growth1","YDL151C","verified2","growth2",TRUE,"nonessential"
"820","YDL152W","YDL152W","verified1","nogrowth1","YDL152W","verified2","nogrowth2",TRUE,"essential"
"821","YDL153C","SAS10","verified1","nogrowth1","SAS10","verified2","nogrowth2",TRUE,"essential"
"822","YDL154W","MSH5","verified1","growth1","MSH5","verified2","growth2",TRUE,"nonessential"
"823","YDL155W","CLB3","verified1","growth1","CLB3","verified2","growth2",TRUE,"nonessential"
"824","YDL156W","YDL156W","verified1","growth1","YDL156W","verified2","growth2",TRUE,"nonessential"
"825","YDL157C","YDL157C","verified1","growth1","YDL157C","verified2","growth2",TRUE,"nonessential"
"826","YDL158C","YDL158C","verified1","nogrowth1","YDL158C","verified2","nogrowth2",TRUE,"essential"
"827","YDL159W","ste7","verified1","nogrowth1","ste7","verified2","nogrowth2",TRUE,"essential"
"828","YDL160C","DHH1","verified1","growth1","DHH1","verified2","growth2",TRUE,"nonessential"
"829","YDL161W","ENT1","verified1","growth1","ENT1","verified2","growth2",TRUE,"nonessential"
"830","YDL162C","YDL162C","verified1","growth1","YDL162C","verified2","growth2",TRUE,"nonessential"
"831","YDL163W","YDL163W","questionable1","nogrowth1","YDL163W","verified2","nogrowth2",TRUE,"essential"
"832","YDL164C","cdc9","verified1","nogrowth1","cdc9","verified2","nogrowth2",TRUE,"essential"
"833","YDL165W","cdc36","verified1","nogrowth1","cdc36","verified2","nogrowth2",TRUE,"essential"
"834","YDL166C","YDL166C","verified1","nogrowth1","YDL166C","verified2","nogrowth2",TRUE,"essential"
"835","YDL167C","NRP1","verified1","growth1","NRP1","verified2","growth2",TRUE,"nonessential"
"836","YDL168W","SFA1","verified1","growth1","SFA1","verified2","growth2",TRUE,"nonessential"
"837","YDL169C","UGX2","verified1","growth1","UGX2","verified2","growth2",TRUE,"nonessential"
"838","YDL170W","UGA3","verified1","growth1","UGA3","verified2","growth2",TRUE,"nonessential"
"839","YDL171C","GLT1","verified1","growth1","GLT1","verified2","growth2",TRUE,"nonessential"
"840","YDL172C","YDL172C","verified1","growth1","YDL172C","verified2","growth2",TRUE,"nonessential"
"841","YDL173W","YDL173W","verified1","growth1","YDL173W","verified2","growth2",TRUE,"nonessential"
"842","YDL174C","DLD1","verified1","growth1","DLD1","verified2","growth2",TRUE,"nonessential"
"843","YDL175C","YDL175C","verified1","growth1","YDL175C","verified2","growth2",TRUE,"nonessential"
"844","YDL176W","YDL176W","verified1","growth1","YDL176W","verified2","growth2",TRUE,"nonessential"
"845","YDL177C","YDL177C","verified1","growth1","YDL177C","verified2","growth2",TRUE,"nonessential"
"846","YDL178W","AIP2","verified1","growth1","AIP2","verified2","growth2",TRUE,"nonessential"
"847","YDL179W","PCL9","verified1","growth1","PCL9","verified2","growth2",TRUE,"nonessential"
"848","YDL180W","YDL180W","verified1","growth1","YDL180W","verified2","growth2",TRUE,"nonessential"
"849","YDL181W","INH1","verified1","nogrowth1","INH1","verified2","nogrowth2",TRUE,"essential"
"850","YDL182W","LYS20","verified1","growth1","LYS20","verified2","growth2",TRUE,"nonessential"
"851","YDL183C","YDL183C","verified1","growth1","YDL183C","verified2","growth2",TRUE,"nonessential"
"852","YDL184C","RPL41A","verified1","growth1","RPL41A","verified2","growth2",TRUE,"nonessential"
"853","YDL185W","TFP1","verified1","growth1","TFP1","verified2","growth2",TRUE,"nonessential"
"854","YDL186W","YDL186W","verified1","growth1","YDL186W","verified2","growth2",TRUE,"nonessential"
"855","YDL187C","YDL187C","verified1","growth1","YDL187C","verified2","growth2",TRUE,"nonessential"
"856","YDL188C","pph22","verified1","growth1","pph22","verified2","growth2",TRUE,"nonessential"
"857","YDL189W","YDL189W","verified1","growth1","YDL189W","verified2","growth2",TRUE,"nonessential"
"858","YDL190C","UFD2","verified1","growth1","UFD2","verified2","growth2",TRUE,"nonessential"
"859","YDL191W","RPL35A","verified1","growth1","RPL35A","verified2","growth2",TRUE,"nonessential"
"860","YDL192W","arf1","verified1","growth1","arf1","verified2","growth2",TRUE,"nonessential"
"861","YDL193W","YDL193W","verified1","nogrowth1","YDL193W","verified2","nogrowth2",TRUE,"essential"
"862","YDL194W","snf3","verified1","growth1","snf3","verified2","growth2",TRUE,"nonessential"
"863","YDL195W","SEC31","verified1","nogrowth1","SEC31","verified2","nogrowth2",TRUE,"essential"
"864","YDL196W","YDL196W","verified1","nogrowth1","YDL196W","verified2","nogrowth2",TRUE,"essential"
"865","YDL197C","asf2","verified1","growth1","asf2","verified2","growth2",TRUE,"nonessential"
"866","YDL198C","YHM1","questionable1","growth1","YHM1","verified2","growth2",TRUE,"nonessential"
"867","YDL199C","YDL199C","verified1","growth1","YDL199C","verified2","growth2",TRUE,"nonessential"
"868","YDL200C","mgt1","verified1","growth1","mgt1","verified2","growth2",TRUE,"nonessential"
"869","YDL201W","YDL201W","verified1","growth1","YDL201W","verified2","growth2",TRUE,"nonessential"
"870","YDL202W","MRPL11","verified1","growth1","MRPL11","verified2","growth2",TRUE,"nonessential"
"871","YDL203C","YDL203C","verified1","growth1","YDL203C","verified2","growth2",TRUE,"nonessential"
"872","YDL204W","YDL204W","verified1","growth1","YDL204W","verified2","growth2",TRUE,"nonessential"
"873","YDL205C","HEM3","verified1","nogrowth1","HEM3","verified2","growth2",TRUE,"abnormal"
"874","YDL206W","YDL206W","verified1","growth1","YDL206W","verified2","growth2",TRUE,"nonessential"
"875","YDL207W","GLE1","questionable1","nogrowth1","GLE1","verified2","nogrowth2",TRUE,"essential"
"876","YDL208W","NHP2","verified1","nogrowth1","NHP2","verified2","nogrowth2",TRUE,"essential"
"877","YDL209C","YDL209C","verified1","nogrowth1","YDL209C","verified2","nogrowth2",TRUE,"essential"
"878","YDL210W","uga4","verified1","growth1","uga4","verified2","growth2",TRUE,"nonessential"
"879","YDL211C","YDL211C","verified1","growth1","YDL211C","verified2","growth2",TRUE,"nonessential"
"880","YDL212W","SHR3","verified1","nogrowth1","SHR3","verified2","nogrowth2",TRUE,"essential"
"881","YDL213C","YDL213C","verified1","growth1","YDL213C","verified2","growth2",TRUE,"nonessential"
"882","YDL214C","YDL214C","verified1","growth1","YDL214C","verified2","growth2",TRUE,"nonessential"
"883","YDL215C","GDH2","verified1","growth1","GDH2","verified2","growth2",TRUE,"nonessential"
"884","YDL216C","RRI1","verified1","growth1","RRI1","verified2","growth2",TRUE,"nonessential"
"885","YDL217C","TIM22","verified1","nogrowth1","TIM22","verified2","nogrowth2",TRUE,"essential"
"886","YDL218W","YDL218W","verified1","growth1","YDL218W","verified2","growth2",TRUE,"nonessential"
"887","YDL219W","YDL219W","verified1","growth1","YDL219W","verified2","growth2",TRUE,"nonessential"
"888","YDL220C","cdc13","verified1","nogrowth1","cdc13","verified2","nogrowth2",TRUE,"essential"
"889","YDL221W","YDL221W","verified1","nogrowth1","YDL221W","verified2","nogrowth2",TRUE,"essential"
"890","YDL222C","YDL222C","verified1","growth1","YDL222C","verified2","growth2",TRUE,"nonessential"
"892","YDL224C","WHI4","verified1","growth1","WHI4","verified2","growth2",TRUE,"nonessential"
"893","YDL225W","SHS1","verified1","growth1","SHS1","verified2","growth2",TRUE,"nonessential"
"894","YDL226C","GCS1","verified1","growth1","GCS1","verified2","growth2",TRUE,"nonessential"
"895","YDL227C","HO","verified1","growth1","HO","verified2","growth2",TRUE,"nonessential"
"896","YDL229W","ssb1","verified1","growth1","ssb1","verified2","growth2",TRUE,"nonessential"
"897","YDL230W","ptp1","verified1","growth1","ptp1","verified2","growth2",TRUE,"nonessential"
"898","YDL231C","BRE4","verified1","growth1","BRE4","verified2","growth2",TRUE,"nonessential"
"899","YDL232W","OST4","verified1","nogrowth1","OST4","verified2","nogrowth2",TRUE,"essential"
"900","YDL233W","YDL233W","verified1","growth1","YDL233W","verified2","growth2",TRUE,"nonessential"
"901","YDL234C","gyp7","verified1","growth1","gyp7","verified2","growth2",TRUE,"nonessential"
"902","YDL235C","YPD1","verified1","nogrowth1","YPD1","verified2","nogrowth2",TRUE,"essential"
"903","YDL236W","PHO13","verified1","growth1","PHO13","verified2","growth2",TRUE,"nonessential"
"904","YDL237W","YDL237W","verified1","growth1","YDL237W","verified2","growth2",TRUE,"nonessential"
"905","YDL238C","YDL238C","verified1","growth1","YDL238C","verified2","growth2",TRUE,"nonessential"
"906","YDL239C","YDL239C","verified1","growth1","YDL239C","verified2","growth2",TRUE,"nonessential"
"907","YDL240W","LRG1","verified1","growth1","LRG1","verified2","growth2",TRUE,"nonessential"
"908","YDL241W","YDL241W","verified1","growth1","YDL241W","verified2","growth2",TRUE,"nonessential"
"909","YDL242W","YDL242W","verified1","growth1","YDL242W","verified2","growth2",TRUE,"nonessential"
"910","YDL243C","aad4","verified1","growth1","aad4","verified2","growth2",TRUE,"nonessential"
"911","YDR001C","NTH1","verified1","growth1","NTH1","verified2","growth2",TRUE,"nonessential"
"912","YDR002W","YRB1","verified1","nogrowth1","YRB1","verified2","nogrowth2",TRUE,"essential"
"913","YDR003W","YDR003W","verified1","growth1","YDR003W","verified2","growth2",TRUE,"nonessential"
"914","YDR004W","rad57","verified1","growth1","rad57","verified2","growth2",TRUE,"nonessential"
"915","YDR005C","MAF1","verified1","growth1","MAF1","verified2","growth2",TRUE,"nonessential"
"916","YDR006C","SOK1","verified1","growth1","SOK1","verified2","growth2",TRUE,"nonessential"
"917","YDR007W","trp1","verified1","growth1","trp1","verified2","growth2",TRUE,"nonessential"
"918","YDR008C","YDR008C","verified1","growth1","YDR008C","verified2","growth2",TRUE,"nonessential"
"919","YDR009W","GAL3","verified1","growth1","GAL3","verified2","growth2",TRUE,"nonessential"
"920","YDR010C","YDR010C","verified1","growth1","YDR010C","verified2","growth2",TRUE,"nonessential"
"921","YDR011W","SNQ2","verified1","growth1","SNQ2","verified2","growth2",TRUE,"nonessential"
"922","YDR013W","YDR013W","verified1","nogrowth1","YDR013W","verified2","nogrowth2",TRUE,"essential"
"923","YDR014W","YDR014W","verified1","growth1","YDR014W","verified2","growth2",TRUE,"nonessential"
"924","YDR015C","YDR015C","verified1","growth1","YDR015C","verified2","growth2",TRUE,"nonessential"
"925","YDR016C","DAD1","verified1","nogrowth1","DAD1","verified2","nogrowth2",TRUE,"essential"
"926","YDR017C","kcs1","verified1","growth1","kcs1","verified2","growth2",TRUE,"nonessential"
"927","YDR018C","YDR018C","verified1","growth1","YDR018C","verified2","growth2",TRUE,"nonessential"
"928","YDR019C","GCV1","verified1","growth1","GCV1","verified2","growth2",TRUE,"nonessential"
"929","YDR020C","YDR020C","verified1","growth1","YDR020C","verified2","growth2",TRUE,"nonessential"
"930","YDR021W","FAL1","verified1","nogrowth1","FAL1","verified2","nogrowth2",TRUE,"essential"
"931","YDR022C","CIS1","verified1","growth1","CIS1","verified2","growth2",TRUE,"nonessential"
"932","YDR023W","ses1","verified1","nogrowth1","ses1","verified2","nogrowth2",TRUE,"essential"
"933","YDR024W","YDR024W","verified1","growth1","YDR024W","verified2","growth2",TRUE,"nonessential"
"934","YDR025W","RPS11A","verified1","growth1","RPS11A","verified2","growth2",TRUE,"nonessential"
"935","YDR026C","YDR026C","verified1","growth1","YDR026C","verified2","growth2",TRUE,"nonessential"
"936","YDR027C","LUV1","verified1","nogrowth1","LUV1","verified2","nogrowth2",TRUE,"essential"
"937","YDR028C","reg1","verified1","growth1","reg1","verified2","growth2",TRUE,"nonessential"
"938","YDR029W","YDR029W","verified1","growth1","YDR029W","verified2","growth2",TRUE,"nonessential"
"939","YDR030C","RAD28","verified1","growth1","RAD28","verified2","growth2",TRUE,"nonessential"
"940","YDR031W","YDR031W","verified1","growth1","YDR031W","verified2","growth2",TRUE,"nonessential"
"941","YDR032C","PST2","verified1","growth1","PST2","verified2","growth2",TRUE,"nonessential"
"942","YDR033W","MRH1","verified1","growth1","MRH1","verified2","growth2",TRUE,"nonessential"
"943","YDR034C","lys14","verified1","growth1","lys14","verified2","growth2",TRUE,"nonessential"
"944","YDR035W","ARO3","verified1","growth1","ARO3","verified2","growth2",TRUE,"nonessential"
"945","YDR036C","YDR036C","verified1","growth1","YDR036C","verified2","growth2",TRUE,"nonessential"
"946","YDR037W","KRS1","verified1","nogrowth1","KRS1","verified2","nogrowth2",TRUE,"essential"
"947","YDR041W","RSM10","verified1","nogrowth1","RSM10","verified2","nogrowth2",TRUE,"essential"
"948","YDR042C","YDR042C","verified1","growth1","YDR042C","verified2","growth2",TRUE,"nonessential"
"949","YDR043C","NRG1","verified1","growth1","NRG1","verified2","growth2",TRUE,"nonessential"
"950","YDR044W","HEM13","verified1","nogrowth1","HEM13","verified2","nogrowth2",TRUE,"essential"
"951","YDR045C","RPC11","verified1","nogrowth1","RPC11","verified2","nogrowth2",TRUE,"essential"
"952","YDR046C","BAP3","verified1","growth1","BAP3","verified2","growth2",TRUE,"nonessential"
"953","YDR047W","HEM12","verified1","nogrowth1","HEM12","verified2","nogrowth2",TRUE,"essential"
"954","YDR048C","YDR048C","verified1","growth1","YDR048C","verified2","growth2",TRUE,"nonessential"
"955","YDR049W","YDR049W","verified1","growth1","YDR049W","verified2","growth2",TRUE,"nonessential"
"956","YDR050C","TPI1","verified1","growth1","TPI1","verified2","nogrowth2",TRUE,"abnormal"
"957","YDR051C","YDR051C","verified1","growth1","YDR051C","verified2","growth2",TRUE,"nonessential"
"958","YDR052C","DBF4","verified1","nogrowth1","DBF4","verified2","nogrowth2",TRUE,"essential"
"959","YDR053W","YDR053W","verified1","nogrowth1","YDR053W","verified2","nogrowth2",TRUE,"essential"
"960","YDR054C","cdc34","verified1","nogrowth1","cdc34","verified2","nogrowth2",TRUE,"essential"
"961","YDR055W","PST1","verified1","growth1","PST1","verified2","growth2",TRUE,"nonessential"
"962","YDR056C","YDR056C","verified1","growth1","YDR056C","verified2","growth2",TRUE,"nonessential"
"963","YDR057W","YDR057W","verified1","growth1","YDR057W","verified2","growth2",TRUE,"nonessential"
"964","YDR058C","TGL2","verified1","growth1","TGL2","verified2","growth2",TRUE,"nonessential"
"965","YDR059C","ubc5","verified1","growth1","ubc5","verified2","growth2",TRUE,"nonessential"
"966","YDR060W","YDR060W","verified1","nogrowth1","YDR060W","verified2","nogrowth2",TRUE,"essential"
"967","YDR061W","YDR061W","verified1","growth1","YDR061W","verified2","growth2",TRUE,"nonessential"
"968","YDR062W","LCB2","verified1","nogrowth1","LCB2","verified2","nogrowth2",TRUE,"essential"
"969","YDR063W","YDR063W","verified1","growth1","YDR063W","verified2","growth2",TRUE,"nonessential"
"970","YDR064W","RPS13","verified1","nogrowth1","RPS13","verified2","nogrowth2",TRUE,"essential"
"971","YDR065W","YDR065W","verified1","growth1","YDR065W","verified2","growth2",TRUE,"nonessential"
"972","YDR066C","YDR066C","questionable1","growth1","YDR066C","verified2","growth2",TRUE,"nonessential"
"973","YDR067C","YDR067C","verified1","growth1","YDR067C","verified2","growth2",TRUE,"nonessential"
"974","YDR068W","DOS2","verified1","growth1","DOS2","verified2","growth2",TRUE,"nonessential"
"975","YDR069C","DOA4","verified1","growth1","DOA4","verified2","growth2",TRUE,"nonessential"
"976","YDR070C","YDR070C","verified1","growth1","YDR070C","verified2","growth2",TRUE,"nonessential"
"977","YDR071C","YDR071C","verified1","growth1","YDR071C","verified2","growth2",TRUE,"nonessential"
"978","YDR072C","IPT1","verified1","growth1","IPT1","verified2","growth2",TRUE,"nonessential"
"979","YDR073W","SNF11","verified1","growth1","SNF11","verified2","growth2",TRUE,"nonessential"
"980","YDR074W","TPS2","verified1","growth1","TPS2","verified2","growth2",TRUE,"nonessential"
"981","YDR075W","pph3","verified1","growth1","pph3","verified2","growth2",TRUE,"nonessential"
"982","YDR076W","rad55","verified1","growth1","rad55","verified2","growth2",TRUE,"nonessential"
"983","YDR077W","SED1","verified1","growth1","SED1","verified2","growth2",TRUE,"nonessential"
"984","YDR078C","YDR078C","verified1","growth1","YDR078C","verified2","growth2",TRUE,"nonessential"
"985","YDR079W","PET100","verified1","growth1","PET100","verified2","growth2",TRUE,"nonessential"
"986","YDR080W","vps41","verified1","growth1","vps41","verified2","growth2",TRUE,"nonessential"
"987","YDR081C","pdc2","verified1","nogrowth1","pdc2","verified2","nogrowth2",TRUE,"essential"
"988","YDR082W","STN1","verified1","nogrowth1","STN1","verified2","nogrowth2",TRUE,"essential"
"989","YDR083W","YDR083W","verified1","growth1","YDR083W","verified2","growth2",TRUE,"nonessential"
"990","YDR084C","YDR084C","verified1","growth1","YDR084C","verified2","growth2",TRUE,"nonessential"
"991","YDR085C","afr1","verified1","growth1","afr1","verified2","growth2",TRUE,"nonessential"
"992","YDR086C","SSS1","verified1","nogrowth1","SSS1","verified2","nogrowth2",TRUE,"essential"
