gene	orf	no. of probes	measurments	F-statistic	-log(p-value)	difference	YPD	YPG	YPD0.1DNP	YPD0.25DNP	YPG0.25DNP	YPG0.1DNP
asf1	YJL115W	2	26	2.06533	0.93002	0.02770	1.00283	0.98865	1.01442	0.99766	1.00102	1.01635
NCA3	YJL116C	4	52	9.18410	5.23672	0.04702	0.99240	0.98660	0.99366	1.02694	1.00501	1.03362
PHO86	YJL117W	2	26	1.96525	0.87595	0.02915	0.98812	0.98296	1.00868	1.01210	0.99160	0.99590
YJL118W	YJL118W	4	52	2.25764	1.17995	0.01951	0.99332	0.98435	1.00386	0.99049	1.00301	0.99974
YJL119C	YJL119C	4	52	1.68550	0.79809	0.02178	1.00112	0.99014	1.00575	1.00066	1.00388	1.01192
YJL120W	YJL120W	4	52	7.70167	4.48571	0.04593	0.98813	0.97987	0.99416	1.01846	1.00773	1.02580
RPE1	YJL121C	4	52	3.10918	1.75019	0.05265	1.00146	0.98961	1.00474	1.01744	1.00966	1.04226
YJL122W	YJL122W	2	26	8.27422	3.47994	0.03362	0.99049	0.98722	1.00218	1.02084	1.01400	1.01513
YJL123C	YJL123C	4	52	3.07763	1.72925	0.02602	0.98674	0.98322	1.00924	1.00007	0.99381	1.00544
LSM1	YJL124C	4	52	3.90704	2.27164	0.03315	1.00460	0.98778	1.02093	0.98899	0.99051	1.02059
GCD14	YJL125C	2	26	3.21499	1.52130	0.05309	0.98620	0.96575	1.00569	0.96922	0.98249	1.01884
NIT2	YJL126W	2	26	6.36777	2.84425	0.02576	0.98698	0.96789	0.98764	0.98120	0.97904	0.96188
spt10	YJL127C	2	26	17.99206	5.71566	0.03410	0.98710	0.99183	0.99467	1.02120	1.01565	1.01515
pbs2	YJL128C	4	52	5.29016	3.13077	0.05258	0.98911	0.98872	0.99703	1.00598	1.00425	1.04130
trk1	YJL129C	8	104	1.58582	0.76418	0.01894	1.00101	1.00709	1.00563	0.98815	1.00320	1.00201
ura2	YJL130C	4	52	8.60117	4.94822	0.04623	0.96215	0.93772	0.98395	0.96037	0.94440	0.96292
YJL131C	YJL131C	3	39	6.68650	3.56661	0.04157	0.96608	0.98659	0.99228	0.97962	0.98726	1.00766
YJL132W	YJL132W	8	104	1.09702	0.43454	0.01726	1.00561	1.00955	0.99985	1.01712	1.00527	1.01496
MRS3	YJL133W	4	52	5.21962	3.08843	0.04777	0.98328	0.97596	0.99901	0.95843	0.98917	1.00621
LCB3	YJL134W	4	52	5.21281	3.08433	0.04013	0.98001	0.98557	0.99738	0.98824	0.98547	1.02014
YJL135W	YJL135W	4	52	4.09560	2.39228	0.03655	0.98385	0.97471	1.00265	0.97294	0.98136	1.00949
RPS21B	YJL136C	2	26	18.11187	5.73665	0.05010	0.94289	0.99230	0.95562	0.94434	0.99299	0.98862
GLG2	YJL137C	4	52	4.43374	2.60591	0.03839	1.01769	1.02768	1.01275	1.01179	1.02205	0.98929
tif2	YJL138C	4	50	2.48052	1.32169	0.04773	0.98669	0.97955	1.00827	0.96396	0.96054	0.97670
yur1	YJL139C	4	52	9.23458	5.26131	0.04468	1.03508	1.04467	1.01520	1.00796	1.02140	0.99999
RPB4	YJL140W	2	26	2.62014	1.22280	0.03969	1.00496	0.99727	0.96527	0.98145	0.99193	0.97432
YAK1	YJL141C	4	50	3.59366	2.05135	0.04728	0.98087	0.99564	0.99089	0.98957	1.00230	1.02815
YJL142C	YJL142C	4	52	0.85056	0.28230	0.01620	0.98155	0.99234	0.98974	0.98865	0.99774	0.99256
TIM17	YJL143W	4	52	8.27511	4.78306	0.04399	0.99520	0.97920	0.99830	0.96513	0.95432	0.96867
YJL144W	YJL144W	4	52	6.45988	3.80999	0.04379	1.01175	1.00875	1.02972	0.98593	0.99193	1.01418
YJL145W	YJL145W	4	52	4.99748	2.95404	0.03093	0.99482	0.99670	0.99784	0.96691	0.96701	0.98726
IDS2	YJL146W	2	26	5.36552	2.46595	0.05536	1.01421	1.01558	1.01546	1.00014	1.01869	1.05550
YJL147C	YJL147C	4	52	0.93242	0.32803	0.02306	0.99327	0.98287	0.99695	0.98547	0.97389	0.98466
RPA34	YJL148W	2	26	1.90910	0.84547	0.03879	0.97570	0.97969	1.01449	0.98107	0.98990	0.99066
YJL149W	YJL149W	2	26	27.04835	7.05158	0.06196	0.98703	0.99568	1.00929	0.94734	0.96394	1.00057
YJL150W	YJL150W	2	26	0.20826	0.02015	0.01130	0.98439	0.99093	0.98747	0.99359	0.98757	0.99568
YJL151C	YJL151C	4	52	4.96277	2.93290	0.03988	1.04155	1.03770	1.01770	1.01410	1.01841	1.00167
YJL152W	YJL152W	0	0									
ino1	YJL153C	0	0									
vps35	YJL154C	4	52	5.55448	3.28803	0.05471	0.97942	0.96959	0.96690	0.94634	0.97453	1.00105
FBP26	YJL155C	4	52	1.50300	0.67890	0.01759	0.98629	0.99257	0.99742	0.97982	0.98483	0.99009
SSY5	YJL156C	4	52	5.80347	3.43412	0.04481	0.98264	0.97512	1.00477	0.97297	0.95996	0.98122
FAR1	YJL157C	4	52	2.51154	1.35067	0.03227	0.96856	0.98122	0.98504	0.97308	0.95931	0.99158
CIS3	YJL158C	3	39	4.51644	2.46107	0.05017	0.96977	0.97448	0.98283	0.97131	0.98694	1.01993
HSP150	YJL159W	4	52	8.99965	5.14636	0.03800	0.98334	0.98033	0.99701	0.96229	0.95902	0.99534
YJL160C	YJL160C	8	104	0.34464	0.05333	0.00919	1.00877	1.00829	1.00622	1.01541	1.00849	1.01202
YJL161W	YJL161W	4	52	1.12293	0.44001	0.01746	1.02065	1.02459	1.00986	1.02732	1.01569	1.01466
YJL162C	YJL162C	3	39	4.65121	2.53465	0.08340	0.97620	0.98552	0.98816	1.00814	0.97617	1.05957
YJL163C	YJL163C	1	13	2.26227	0.75825	0.07315	1.02552	1.04121	1.03138	0.97328	1.01772	1.04643
tpk1	YJL164C	2	26	6.14724	2.76391	0.06016	1.00015	0.97085	1.01413	0.95397	0.96068	0.99012
HAL5	YJL165C	4	52	13.15936	7.00205	0.05444	1.05748	1.05324	1.01927	1.02170	1.02042	1.00304
QCR8	YJL166W	4	52	14.94731	7.69981	0.08703	0.88064	0.91229	0.90485	0.85896	0.89051	0.94599
ERG20	YJL167W	2	26	2.53496	1.17870	0.04470	0.98381	0.97295	0.99594	0.97107	0.95125	0.95736
SET2	YJL168C	4	52	6.08901	3.59927	0.05106	0.99310	0.98630	1.01081	0.97401	0.95975	0.98556
YJL169W	YJL169W	4	52	7.68144	4.47506	0.05381	0.99204	0.98836	1.00824	0.96973	0.95443	1.00136
ASG7	YJL170C	2	26	6.86147	3.01861	0.05802	0.96805	1.00862	0.97520	0.97105	1.01414	1.02607
YJL171C	YJL171C	4	52	0.75613	0.23178	0.02842	0.98141	0.96788	0.98061	0.97768	0.97559	0.99630
CPS1	YJL172W	2	26	4.40103	2.06688	0.06038	0.99729	1.01439	0.98235	1.04273	1.01426	1.02218
RFA3	YJL173C	4	52	3.51698	2.01880	0.03649	0.99596	0.99766	0.98824	0.96117	0.97907	0.99021
kre9	YJL174W	4	52	5.10614	3.01997	0.02466	0.97975	0.99555	0.99161	0.97542	0.97089	0.99528
YJL175W	YJL175W	3	39	6.19624	3.33101	0.04482	1.03283	1.02629	1.01047	1.00980	1.00295	0.98801
SWI3	YJL176C	3	39	6.59126	3.52145	0.06663	0.99223	0.98101	0.97036	0.96504	0.92561	0.97677
RPL17b	YJL177W	4	52	14.00780	7.33965	0.10791	0.93003	0.97403	0.94936	0.94081	0.96261	1.03794
YJL178C	YJL178C	4	52	3.33796	1.90138	0.03245	0.97811	0.98073	0.98493	0.95854	0.96646	0.99099
PFD1	YJL179W	4	52	6.20015	3.66286	0.04256	0.98626	0.98850	0.98966	0.96437	0.96649	1.00692
ATP12	YJL180C	2	26	1.89969	0.84036	0.04100	0.98873	0.98542	0.99561	0.98825	0.99366	1.02642
YJL181W	YJL181W	2	26	3.81394	1.80488	0.09749	0.95960	0.97962	0.98264	0.98638	0.99736	1.05709
YJL182C	YJL182C	2	26	1.68804	0.72477	0.03005	1.00249	1.00055	1.03060	1.02647	1.01081	1.02889
MNN11	YJL183W	2	26	6.11198	2.75092	0.04613	1.00324	0.98092	1.00002	1.00087	0.97349	1.01962
YJL184W	YJL184W	8	104	7.41359	5.13536	0.03814	1.03306	1.01945	1.02377	1.00533	0.99492	1.00072
YJL185C	YJL185C	4	52	4.41446	2.59382	0.06101	0.98587	0.98180	0.99577	1.00120	0.99967	1.04280
MNN5	YJL186W	4	52	2.26493	1.18485	0.03933	0.99127	0.98093	1.00298	0.99506	0.99483	1.02026
SWE1	YJL187C	4	52	3.20619	1.81445	0.02711	0.99937	0.98243	1.00954	0.99394	0.98723	1.00399
BUD19	YJL188C	4	48	22.57902	9.72111	0.15209	0.77856	0.87613	0.76674	0.73906	0.80937	0.89115
RPL39	YJL189W	4	42	13.73316	6.46377	0.13979	0.83555	0.92456	0.78477	0.80617	0.90033	0.90989
RPS22A	YJL190C	4	52	3.89341	2.26287	0.03871	0.95659	0.97779	0.97361	0.96400	0.98270	0.99529
RPS14B	YJL191W	2	26	8.76777	3.62946	0.07598	1.01585	1.01430	0.97630	1.05228	1.01459	1.04839
YJL192C	YJL192C	2	26	5.50229	2.51964	0.08597	0.96612	0.99709	0.99391	0.94693	0.98625	1.03290
YJL193W	YJL193W	4	52	1.95759	0.97871	0.02466	0.99456	0.98152	0.99593	0.97127	0.98398	0.98508
cdc6	YJL194W	2	26	4.29980	2.02279	0.04748	1.01600	0.97547	1.02295	1.01402	0.99858	0.99486
YJL195C	YJL195C	6	78	3.74292	2.31740	0.02718	1.00110	0.98377	1.00360	0.98848	0.97642	0.99058
ELO1	YJL196C	4	52	7.82108	4.54837	0.05532	1.04890	1.03435	1.02311	1.03319	1.02141	0.99359
UBP12	YJL197W	4	52	15.26822	7.81971	0.07040	0.97544	1.01275	0.99933	0.98087	1.02323	1.04584
YJL198W	YJL198W	3	39	1.87935	0.89396	0.02803	0.98551	0.98559	1.01354	0.99145	0.98655	1.01072
YJL199C	YJL199C	4	52	4.19487	2.45536	0.04599	1.02859	1.00694	1.00616	0.99804	0.98260	0.98906
YJL200C	YJL200C	4	52	10.35985	5.79371	0.04771	1.03919	1.03600	1.02312	1.00692	1.00921	0.99148
ECM25	YJL201W	4	52	2.79155	1.53851	0.02226	0.98263	0.98252	0.98935	0.99615	1.00478	0.99170
YJL202C	YJL202C	8	104	1.97085	1.04311	0.02329	1.01466	0.99955	1.00782	1.00125	1.00149	1.02283
PRP21	YJL203W	4	52	0.56608	0.13943	0.01019	0.99796	0.99185	0.99540	0.98965	0.99624	0.99985
YJL204C	YJL204C	4	52	2.65661	1.44809	0.02574	0.98764	0.98170	1.00744	0.98797	1.00060	1.00176
YJL206C	YJL206C	4	52	0.82285	0.26721	0.01748	1.02610	1.01877	1.01006	1.02678	1.01839	1.00930
YJL206C-A	YJL206C-A	4	52	7.02770	4.12455	0.04490	1.01038	0.98736	1.01219	0.97275	0.96729	1.00172
YJL207C	YJL207C	4	52	2.57016	1.39006	0.02868	0.99526	0.98249	1.00470	0.97602	0.98966	0.99518
NUC1	YJL208C	4	52	5.72286	3.38704	0.04335	0.98395	0.98708	1.01540	0.97308	0.97251	1.01586
CBP1	YJL209W	4	52	5.23022	3.09480	0.03236	0.98727	0.98333	0.99831	0.97912	0.96594	0.97741
PEX2	YJL210W	4	52	0.95139	0.33886	0.01993	0.98799	0.98555	0.99458	0.97465	0.97907	0.98524
YJL211C	YJL211C	4	52	5.82681	3.44772	0.03958	1.00357	0.98204	1.01804	0.99564	0.98145	1.02103
OPT1	YJL212C	4	48	5.03040	2.90712	0.05127	0.97878	0.96864	0.98540	0.95129	0.96539	1.00256
YJL213W	YJL213W	4	52	5.44846	3.22522	0.03148	0.98874	0.99994	1.01408	0.98260	0.99713	1.00608
HXT8	YJL214W	2	26	5.57214	2.54679	0.04013	1.00157	0.99647	0.99540	0.96304	0.98041	1.00317
YJL215C	YJL215C	4	52	5.02121	2.96848	0.05510	0.98965	0.97508	0.99371	0.93860	0.96333	0.98970
YJL216C	YJL216C	4	52	4.73230	2.79154	0.03564	0.96187	0.98524	0.99086	0.95688	0.96717	0.99252
YJL217W	YJL217W	4	52	1.28982	0.54291	0.01789	0.98160	0.96962	0.98343	0.96715	0.97946	0.98504
YJL218W	YJL218W	3	39	0.80008	0.25302	0.02614	0.99028	0.97437	0.96414	0.97945	0.98675	0.97914
YJR001W	YJR001W	4	52	6.04887	3.57620	0.04462	0.98433	0.97559	1.01089	0.96627	0.98585	0.99778
MPP10	YJR002W	4	52	2.17567	1.12486	0.01797	0.98781	0.97915	0.99058	0.97261	0.98483	0.98360
YJR003C	YJR003C	4	52	1.03264	0.38608	0.01468	0.99644	0.99008	1.00053	0.98585	0.99905	0.99473
sag1	YJR004C	4	52	1.67809	0.79321	0.02040	0.99811	0.99294	0.99912	0.97872	0.98584	0.99034
APL1	YJR005W	4	52	5.27177	3.11975	0.03495	0.98434	0.98975	1.01281	0.97786	0.97901	0.99574
HYS2	YJR006W	2	26	1.30855	0.51672	0.01800	0.98754	0.98387	0.98868	0.98064	0.97069	0.97379
sui2	YJR007W	4	52	10.74454	5.96915	0.07951	0.89824	0.93472	0.93144	0.87963	0.90617	0.95914
YJR008W	YJR008W	2	26	5.30565	2.44224	0.03557	0.99647	0.98166	1.00661	1.00949	1.00646	1.01723
TDH2	YJR009C	4	52	1.63007	0.76168	0.02499	0.98800	0.98098	0.99889	0.97390	0.98826	0.99038
SPC1	YJR010C-A	0	0									
met3	YJR010W	2	26	7.51431	3.23832	0.07568	0.97630	1.02055	0.99792	0.96476	1.00180	1.04044
YJR011C	YJR011C	4	52	2.58185	1.39792	0.04594	0.99354	0.99609	0.99231	1.00502	0.99603	1.03826
YJR012C	YJR012C	2	26	0.92637	0.31263	0.02876	0.97586	0.98326	0.99938	0.99258	0.99053	1.00461
YJR013W	YJR013W	4	52	2.65107	1.44438	0.04375	0.98730	0.99402	0.97691	1.00259	0.99374	1.02066
YJR014W	YJR014W	4	52	3.99000	2.32485	0.03691	0.98816	0.98318	0.98554	0.99602	0.99700	1.02009
YJR015W	YJR015W	2	26	7.96643	3.38381	0.04522	0.98348	0.99535	0.97543	0.95014	0.96431	0.96654
ilv3	YJR016C	2	26	10.09209	4.00512	0.05009	0.99470	0.99224	0.97073	0.94692	0.94746	0.99702
ess1	YJR017C	2	26	2.24068	1.02391	0.02741	0.98398	0.98925	0.99375	0.96634	0.98706	0.98079
YJR018W	YJR018W	2	26	6.49849	2.89114	0.02867	0.99894	0.99379	1.00736	0.99424	1.00770	0.97902
TES1	YJR019C	2	26	18.03403	5.72303	0.08163	1.00162	0.99577	0.97211	1.05374	1.03516	1.04061
YJR020W	YJR020W	4	52	2.53150	1.36409	0.03748	1.00115	0.99613	1.00307	1.00273	0.99800	1.03361
rec107	YJR021C	2	26	8.68213	3.60391	0.05910	0.99060	0.99470	1.01728	0.95819	0.96850	1.00361
LSM8	YJR022W	4	52	2.20253	1.14291	0.02101	0.99000	1.00348	0.99777	0.98813	1.00914	0.99333
YJR023C	YJR023C	2	26	5.47721	2.50984	0.04262	0.98865	0.98424	0.99783	0.95521	0.97878	0.97427
YJR024C	YJR024C	3	39	5.24384	2.85021	0.07251	0.99284	0.99094	0.98306	1.01233	1.01757	1.05557
BNA1	YJR025C	4	52	0.70494	0.20556	0.01606	0.99879	0.99982	1.01367	0.99761	0.99806	1.00817
YJR026W	YJR026W	4	52	0.83451	0.27353	0.01831	0.99554	0.99342	1.00222	0.99101	0.99096	1.00926
YJR030C	YJR030C	0	0									
GEA1	YJR031C	4	52	5.68830	3.36679	0.02722	1.00989	1.00154	1.01019	0.98297	0.98588	0.99313
CPR7	YJR032W	4	52	3.19451	1.80672	0.02477	0.98672	1.00075	0.99493	1.00131	1.01149	0.99166
RAV1	YJR033C	4	52	0.71225	0.20925	0.01803	1.00477	1.00058	1.01145	1.00243	1.00468	1.01861
PET191	YJR034W	4	52	3.10811	1.74948	0.03292	0.99868	0.99187	1.00108	0.96817	0.99080	0.99193
RAD26	YJR035W	2	26	0.93523	0.31721	0.01430	0.99329	0.99304	1.00418	0.98988	0.99260	0.99174
HUL4	YJR036C	2	26	6.98155	3.05992	0.05562	1.01602	0.99889	0.99560	0.96040	0.97990	0.99483
YJR037W	YJR037W	4	52	3.18234	1.79867	0.03254	1.01862	1.00477	1.01458	0.98608	1.00856	1.01322
YJR038C	YJR038C	2	26	0.84219	0.26974	0.01402	1.01123	0.99934	1.00929	1.01172	1.00829	0.99770
YJR039W	YJR039W	4	52	4.53959	2.67205	0.02640	1.00843	0.99226	0.99406	0.98338	0.98202	0.98481
GEF1	YJR040W	4	52	0.74772	0.22742	0.01201	0.99921	0.99287	1.00488	0.99680	1.00281	0.99731
YJR041C	YJR041C	4	52	2.92137	1.62524	0.02385	0.99359	0.99768	1.00091	1.01054	1.01110	1.01744
NUP85	YJR042W	4	52	9.10714	5.19912	0.05140	0.96405	1.00719	0.97819	0.96551	1.01089	1.01545
POL32	YJR043C	4	52	2.90756	1.61603	0.04173	1.00268	0.99697	0.99585	1.02363	1.00999	1.03758
YJR044C	YJR044C	4	52	3.24615	1.84085	0.03041	0.99178	0.98836	1.00113	0.97073	0.98747	0.99004
ssc1	YJR045C	4	52	15.22438	7.80342	0.08593	0.98141	0.99613	0.98316	1.02630	1.02900	1.06733
TAH11	YJR046W	0	0									
ANB1	YJR047C	2	26	11.15421	4.28279	0.07789	1.01809	1.00092	1.01096	0.96344	0.94478	1.02267
cyc1	YJR048W	2	26	3.27312	1.54957	0.03491	1.00950	0.98559	1.00937	1.02050	1.01099	0.98930
UTR1	YJR049C	2	26	6.41965	2.86292	0.04311	1.02474	0.98164	1.01568	1.01234	1.01023	0.98500
ISY1	YJR050W	4	52	3.23949	1.83645	0.05277	0.99842	1.00704	1.00264	1.02102	1.01093	1.05119
osm1	YJR051W	2	26	0.91956	0.30913	0.02499	1.00880	0.99240	1.01739	1.01616	1.00465	1.00637
rad7	YJR052W	4	52	2.91533	1.62122	0.03344	1.00751	1.00440	1.00549	0.98360	0.97646	1.00990
BFA1	YJR053W	4	52	1.94589	0.97089	0.03052	0.99740	0.98612	1.01080	0.98028	0.98522	0.98543
YJR054W	YJR054W	4	52	4.06395	2.37211	0.03206	0.98244	0.96660	0.98864	0.96120	0.95658	0.96507
hit1	YJR055W	8	104	1.25227	0.53516	0.02227	1.02285	1.01238	1.01292	1.01305	1.00437	1.00058
YJR056C	YJR056C	4	52	1.44582	0.64202	0.01788	0.99475	0.98005	0.99611	0.99146	0.98007	0.99792
cdc8	YJR057W	4	52	7.80480	4.53985	0.04744	1.00767	0.97522	1.02124	0.98750	0.97380	0.99998
APS2	YJR058C	4	52	4.59187	2.70458	0.04043	1.00428	0.96882	1.00924	0.99590	0.98189	0.99170
PTK2	YJR059W	2	26	5.74353	2.61269	0.03351	1.01746	0.98788	1.01725	1.00164	0.98395	1.00203
cbf1	YJR060W	4	52	7.38162	4.31582	0.04772	0.99400	0.98655	0.99636	1.00468	1.00205	1.03427
YJR061W	YJR061W	4	52	5.87394	3.47512	0.04506	1.00410	0.96873	1.01380	0.97346	0.97613	0.99017
NTA1	YJR062C	4	52	0.59337	0.15178	0.01458	0.99340	0.98937	0.99789	0.98971	0.98658	1.00116
RPA12	YJR063W	4	52	1.71893	0.82012	0.02063	0.99176	0.98399	0.99852	0.98240	0.99405	1.00303
CCT5	YJR064W	2	26	37.63885	8.19220	0.08657	0.96554	0.97283	0.96707	0.89828	0.94546	0.98485
ARP3	YJR065C	4	52	0.23966	0.02565	0.00785	0.99497	0.99104	0.99878	0.99435	0.99890	0.99308
tor1	YJR066W	4	52	2.84541	1.57453	0.02699	0.98752	0.98763	0.99445	1.00902	1.01450	0.99909
YAE1	YJR067C	4	52	9.04942	5.17082	0.05583	0.98388	0.99064	0.97917	1.01540	1.01165	1.03500
RFC2	YJR068W	4	52	1.90589	0.94420	0.02493	0.99285	0.99131	0.99945	0.98617	0.99838	1.01110
HAM1	YJR069C	4	52	2.08831	1.06622	0.02222	0.99772	0.99918	1.01736	1.00317	0.99515	1.00179
YJR070C	YJR070C	3	39	0.72527	0.21477	0.02192	0.98569	0.98769	0.99234	0.99031	1.00215	1.00761
YJR072C	YJR072C	2	26	1.07408	0.39013	0.01838	1.00201	1.00200	1.01235	1.00167	1.01052	1.02005
OPI3	YJR073C	2	26	3.90252	1.84539	0.02963	0.97657	0.99901	0.97759	0.99267	1.00620	0.98700
MOG1	YJR074W	4	52	2.44772	1.30777	0.02683	0.99000	0.99897	0.99206	1.01171	1.00672	1.01683
HOC1	YJR075W	4	52	4.60964	2.71562	0.05689	0.98058	0.99767	0.98642	1.01704	1.00820	1.03746
cdc11	YJR076C	4	52	3.38277	1.93085	0.03539	0.99341	0.99929	0.99259	1.00919	1.01092	1.02797
MIR1	YJR077C	4	52	1.56027	0.71607	0.01669	0.99748	0.99319	0.99916	1.00713	0.99343	1.00987
YJR078W	YJR078W	4	52	6.15831	3.63897	0.07577	0.98008	0.98894	0.97841	1.02309	1.00417	1.05418
YJR079W	YJR079W	2	26	1.37363	0.55229	0.01999	1.00727	1.01063	1.00529	1.01591	1.01523	1.02528
YJR080C	YJR080C	4	52	4.31384	2.53057	0.02595	1.00880	1.00135	1.01485	0.99184	0.98890	0.99638
YJR082C	YJR082C	2	26	1.83921	0.80743	0.02301	0.98581	0.99468	0.99509	0.97398	0.98568	0.99699
YJR083C	YJR083C	4	52	1.89394	0.93623	0.02712	0.99034	0.99438	0.99637	0.98199	0.99726	1.00911
YJR084W	YJR084W	3	39	2.45635	1.25331	0.04362	0.99312	0.98924	0.99751	0.99498	0.99744	1.03286
YJR087W	YJR087W	4	52	3.27098	1.85724	0.03344	0.98684	0.98843	0.99637	0.99186	0.99532	1.02028
YJR088C	YJR088C	2	26	1.84970	0.81315	0.02680	1.00876	0.99347	1.00126	0.98292	0.99761	1.00973
grr1	YJR090C	4	52	1.82101	0.88771	0.01664	0.98591	0.98938	0.99677	0.99382	0.99985	1.00255
JSN1	YJR091C	4	52	4.76069	2.80905	0.04648	0.98555	0.99829	0.98049	1.01348	1.01045	1.02697
BUD4	YJR092W	4	52	2.22487	1.15792	0.02772	0.99640	0.99387	0.98925	0.99897	0.99058	1.01698
FIP1	YJR093C	4	52	1.03942	0.39009	0.02257	1.00128	0.97872	0.99413	0.99481	0.99316	0.99948
IME1	YJR094C	4	52	5.16453	3.05525	0.02062	0.99150	0.99747	0.98759	1.00692	1.00821	0.99802
RPL43B	YJR094W-A	4	52	5.08748	3.00868	0.04030	0.99834	0.99281	0.99633	1.01549	1.00234	1.03311
SFC1	YJR095W	4	52	6.14676	3.63236	0.05077	0.98074	0.98196	0.96884	1.01035	1.00871	1.01962
YJR096W	YJR096W	2	26	1.39258	0.56266	0.02430	0.98338	0.97752	0.99443	1.00182	0.99078	1.00166
YJR097W	YJR097W	4	52	4.98388	2.94576	0.04805	0.98663	0.97581	0.99388	0.99398	0.98271	1.02386
YJR098C	YJR098C	4	52	3.79659	2.20048	0.02605	0.99053	0.98711	0.99163	1.00983	1.00360	1.01316
yuh1	YJR099W	4	52	4.53167	2.66711	0.02286	0.99862	0.99685	0.99704	1.01971	1.01274	0.99700
YJR100C	YJR100C	4	52	3.26775	1.85511	0.03330	0.98401	0.98826	0.98499	0.99709	0.99712	1.01731
VPS25	YJR102C	4	52	1.89064	0.93404	0.02354	0.99646	0.99490	0.99467	0.99977	0.99977	1.01821
URA8	YJR103W	4	52	1.42992	0.63181	0.01502	1.00087	1.00781	1.00441	0.99280	0.99922	1.00269
sod1	YJR104C	3	39	1.96465	0.94719	0.02379	0.98966	0.99254	0.99738	0.99937	0.99909	1.01345
ADO1	YJR105W	4	44	0.29941	0.04107	0.01117	0.99867	0.99730	1.00106	0.98989	0.99479	0.99196
ECM27	YJR106W	3	39	1.75200	0.81461	0.03682	0.98866	0.99312	0.98328	1.00666	1.00093	1.02010
YJR107W	YJR107W	2	26	1.93202	0.85792	0.07420	0.98427	0.99712	0.99515	1.01065	1.01390	1.05847
ABM1	YJR108W	2	26	0.37596	0.06622	0.00817	1.00012	0.99826	1.00108	1.00366	0.99548	0.99682
CPA2	YJR109C	4	52	2.92624	1.62850	0.02843	0.99550	0.99386	0.98684	1.00977	1.00637	1.01527
YJR110W	YJR110W	4	52	9.87598	5.56838	0.05163	0.99246	0.98802	1.00072	0.99322	0.98908	1.03965
YJR111C	YJR111C	4	52	0.65549	0.18111	0.01483	1.00658	0.99734	0.99175	0.99593	0.99883	1.00074
NNF1	YJR112W	4	52	4.06180	2.37073	0.04136	0.98632	0.99474	0.98711	1.00479	1.00472	1.02769
RSM7	YJR113C	4	52	5.89544	3.48759	0.05000	0.98588	0.96850	0.97521	1.01043	0.96586	1.01585
YJR115W	YJR115W	4	52	0.82134	0.26639	0.01170	0.99392	0.99453	0.99072	0.99618	1.00037	1.00241
YJR116W	YJR116W	4	52	4.02578	2.34773	0.03716	0.99611	0.98800	0.99834	0.96938	0.98529	1.00653
STE24	YJR117W	4	52	1.19446	0.48365	0.01705	1.00465	1.00089	1.00651	1.00139	1.00181	1.01794
ILM1	YJR118C	4	52	4.75052	2.80278	0.03524	0.99820	0.99376	0.98608	1.01928	1.02132	1.01766
YJR119C	YJR119C	4	52	3.95604	2.30309	0.04096	1.01028	0.98999	1.01000	1.00764	0.99887	1.03095
YJR120W	YJR120W	4	52	11.13241	6.14284	0.06524	0.99015	0.99453	0.98968	1.03986	1.02067	1.05492
ATP2	YJR121W	4	52	3.34810	1.90805	0.03027	0.99810	0.99412	1.00260	1.00942	1.01048	1.02439
CAF17	YJR122W	4	52	5.49519	3.25294	0.02705	1.00045	0.99712	0.99873	1.02417	1.02113	1.01525
RPS5	YJR123W	2	21	6.32748	2.46183	0.14734	0.77079	0.91422	0.76688	0.79121	0.87999	0.90237
YJR124C	YJR124C	4	52	2.96128	1.65185	0.04413	0.99930	0.99431	1.00029	1.01762	0.99558	1.03844
ENT3	YJR125C	2	26	3.20499	1.51642	0.04085	1.00098	1.00137	1.00043	1.01648	1.01917	1.04129
YJR126C	YJR126C	4	52	0.51335	0.11657	0.00991	0.99571	0.99328	0.99624	0.99544	1.00319	0.99948
ZMS1	YJR127C	4	52	0.11270	0.00484	0.00468	1.00028	0.99596	0.99818	0.99875	1.00063	0.99912
YJR128W	YJR128W	4	52	2.95708	1.64905	0.02629	0.99494	0.98549	0.99332	1.01076	1.01178	0.99527
YJR129C	YJR129C	4	52	4.40010	2.58482	0.02917	0.99624	0.99882	0.99578	1.01947	1.01436	1.02494
STR2	YJR130C	2	26	4.73476	2.20919	0.03195	0.98312	0.98262	0.99503	0.98189	0.97931	1.01126
MNS1	YJR131W	2	26	3.69540	1.75009	0.02775	0.99703	0.98082	1.00835	0.99136	0.98296	1.00858
XPT1	YJR133W	4	52	8.59998	4.94763	0.05078	0.98557	0.98574	0.98799	1.02984	1.00796	1.03635
SGM1	YJR134C	4	51	3.73028	2.14838	0.05242	0.99995	0.97773	1.00947	0.99793	0.99196	1.03014
MCM22	YJR135C	4	52	0.64191	0.17457	0.01691	1.00182	0.99355	1.00788	1.01046	1.00390	1.00110
ECM17	YJR137C	4	52	0.76635	0.23712	0.01346	0.99820	0.99135	1.00162	0.99181	0.99814	1.00481
hom6	YJR139C	4	52	1.19695	0.48518	0.01525	0.99907	0.99770	0.99609	1.01134	1.00573	0.99885
HIR3	YJR140C	4	52	1.74106	0.83474	0.02250	1.00207	0.98745	1.00792	1.00330	0.99733	1.00995
YJR141W	YJR141W	4	52	3.26012	1.85008	0.02617	0.99771	0.98793	1.00095	0.97605	0.98383	1.00222
